Community Code,Community,County Code,County Description,Year,Sample Date,Beach Name,Beach Type Description,Organism,Indicator Level,Violation
166,Manchester,009,Essex,2024,2024-05-28 00:00:00,White,Marine,Enterococci,1354,Yes
166,Manchester,009,Essex,2024,2024-07-24 00:00:00,White,Marine,Enterococci,20,No
166,Manchester,009,Essex,2024,2024-08-06 00:00:00,White,Marine,Enterococci,10,No
166,Manchester,009,Essex,2024,2024-06-11 00:00:00,White,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-08-20 00:00:00,Willow Avenue,Marine,Enterococci,228,Yes
258,Salem,009,Essex,2024,2024-07-09 00:00:00,Willow Avenue,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-08-27 00:00:00,Willow Avenue,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-07-02 00:00:00,Willow Avenue,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-07-16 00:00:00,Willow Avenue,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-08-06 00:00:00,Willow Avenue,Marine,Enterococci,1296,Yes
258,Salem,009,Essex,2024,2024-06-25 00:00:00,Willow Avenue,Marine,Enterococci,41,No
258,Salem,009,Essex,2024,2024-06-11 00:00:00,Willow Avenue,Marine,Enterococci,10,No
258,Salem,009,Essex,2024,2024-07-23 00:00:00,Willow Avenue,Marine,Enterococci,52,No
258,Salem,009,Essex,2024,2024-08-13 00:00:00,Willow Avenue,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-06-18 00:00:00,Willow Avenue,Marine,Enterococci,10,No
258,Salem,009,Essex,2024,2024-07-30 00:00:00,Willow Avenue,Marine,Enterococci,41,No
258,Salem,009,Essex,2024,2024-07-16 00:00:00,Willows Pier,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-07-09 00:00:00,Willows Pier,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-08-06 00:00:00,Willows Pier,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-06-18 00:00:00,Willows Pier,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-06-25 00:00:00,Willows Pier,Marine,Enterococci,10,No
258,Salem,009,Essex,2024,2024-07-23 00:00:00,Willows Pier,Marine,Enterococci,20,No
258,Salem,009,Essex,2024,2024-08-27 00:00:00,Willows Pier,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-07-02 00:00:00,Willows Pier,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-07-30 00:00:00,Willows Pier,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-08-13 00:00:00,Willows Pier,Marine,Enterococci,31,No
258,Salem,009,Essex,2024,2024-06-11 00:00:00,Willows Pier,Marine,Enterococci,5,No
258,Salem,009,Essex,2024,2024-08-20 00:00:00,Willows Pier,Marine,Enterococci,31,No
107,Gloucester,009,Essex,2024,2024-07-01 00:00:00,Wingaersheek,Marine,Enterococci,5,No
107,Gloucester,009,Essex,2024,2024-07-08 00:00:00,Wingaersheek,Marine,Enterococci,5,No
107,Gloucester,009,Essex,2024,2024-05-28 00:00:00,Wingaersheek,Marine,Enterococci,5,No
107,Gloucester,009,Essex,2024,2024-08-19 00:00:00,Wingaersheek,Marine,Enterococci,31,No
107,Gloucester,009,Essex,2024,2024-07-29 00:00:00,Wingaersheek,Marine,Enterococci,10,No
107,Gloucester,009,Essex,2024,2024-06-17 00:00:00,Wingaersheek,Marine,Enterococci,5,No
107,Gloucester,009,Essex,2024,2024-06-03 00:00:00,Wingaersheek,Marine,Enterococci,5,No
107,Gloucester,009,Essex,2024,2024-08-12 00:00:00,Wingaersheek,Marine,Enterococci,5,No
107,Gloucester,009,Essex,2024,2024-08-05 00:00:00,Wingaersheek,Marine,Enterococci,5,No
107,Gloucester,009,Essex,2024,2024-06-10 00:00:00,Wingaersheek,Marine,Enterococci,5,No
107,Gloucester,009,Essex,2024,2024-07-22 00:00:00,Wingaersheek,Marine,Enterococci,5,No
107,Gloucester,009,Essex,2024,2024-07-15 00:00:00,Wingaersheek,Marine,Enterococci,5,No
107,Gloucester,009,Essex,2024,2024-08-26 00:00:00,Wingaersheek,Marine,Enterococci,20,No
107,Gloucester,009,Essex,2024,2024-05-20 00:00:00,Wingaersheek,Marine,Enterococci,5,No
107,Gloucester,009,Essex,2024,2024-06-24 00:00:00,Wingaersheek,Marine,Enterococci,5,No
030,Beverly,009,Essex,2024,2024-07-23 00:00:00,Woodbury,Marine,Enterococci,10,No
030,Beverly,009,Essex,2024,2024-07-30 00:00:00,Woodbury,Marine,Enterococci,10,No
030,Beverly,009,Essex,2024,2024-08-13 00:00:00,Woodbury,Marine,Enterococci,30,No
030,Beverly,009,Essex,2024,2024-08-20 00:00:00,Woodbury,Marine,Enterococci,7701,Yes
030,Beverly,009,Essex,2024,2024-08-27 00:00:00,Woodbury,Marine,Enterococci,5,No
030,Beverly,009,Essex,2024,2024-07-09 00:00:00,Woodbury,Marine,Enterococci,5,No
030,Beverly,009,Essex,2024,2024-08-06 00:00:00,Woodbury,Marine,Enterococci,74,No
030,Beverly,009,Essex,2024,2024-07-02 00:00:00,Woodbury,Marine,Enterococci,5,No
030,Beverly,009,Essex,2024,2024-07-16 00:00:00,Woodbury,Marine,Enterococci,41,No
030,Beverly,009,Essex,2024,2024-06-26 00:00:00,Woodbury,Marine,Enterococci,10,No
030,Beverly,009,Essex,2024,2024-06-18 00:00:00,Woodbury,Marine,Enterococci,75,No
030,Beverly,009,Essex,2024,2024-06-25 00:00:00,Woodbury,Marine,Enterococci,148,Yes
030,Beverly,009,Essex,2024,2024-06-11 00:00:00,Woodbury,Marine,Enterococci,5,No
013,Ashfield,011,Franklin,2024,2024-05-29 00:00:00,Ashfield Park Beach,Fresh,E. Coli,30,No
013,Ashfield,011,Franklin,2024,2024-08-05 00:00:00,Ashfield Park Beach,Fresh,E. Coli,25,No
013,Ashfield,011,Franklin,2024,2024-08-12 00:00:00,Ashfield Park Beach,Fresh,E. Coli,29,No
013,Ashfield,011,Franklin,2024,2024-07-22 00:00:00,Ashfield Park Beach,Fresh,E. Coli,11,No
013,Ashfield,011,Franklin,2024,2024-07-29 00:00:00,Ashfield Park Beach,Fresh,E. Coli,29,No
013,Ashfield,011,Franklin,2024,2024-08-26 00:00:00,Ashfield Park Beach,Fresh,E. Coli,1,No
013,Ashfield,011,Franklin,2024,2024-08-20 00:00:00,Ashfield Park Beach,Fresh,E. Coli,85,No
013,Ashfield,011,Franklin,2024,2024-09-03 00:00:00,Ashfield Park Beach,Fresh,E. Coli,18,No
013,Ashfield,011,Franklin,2024,2024-06-03 00:00:00,Ashfield Park Beach,Fresh,E. Coli,15,No
013,Ashfield,011,Franklin,2024,2024-05-20 00:00:00,Ashfield Park Beach,Fresh,E. Coli,1,No
013,Ashfield,011,Franklin,2024,2024-07-08 00:00:00,Ashfield Park Beach,Fresh,E. Coli,37,No
013,Ashfield,011,Franklin,2024,2024-07-15 00:00:00,Ashfield Park Beach,Fresh,E. Coli,6,No
013,Ashfield,011,Franklin,2024,2024-06-24 00:00:00,Ashfield Park Beach,Fresh,E. Coli,87,No
013,Ashfield,011,Franklin,2024,2024-06-17 00:00:00,Ashfield Park Beach,Fresh,E. Coli,4,No
013,Ashfield,011,Franklin,2024,2024-06-10 00:00:00,Ashfield Park Beach,Fresh,E. Coli,14,No
013,Ashfield,011,Franklin,2024,2024-07-01 00:00:00,Ashfield Park Beach,Fresh,E. Coli,36,No
156,Leyden,011,Franklin,2024,2024-07-01 00:00:00,Camp Lion Knoll,Fresh,E. Coli,1,No
156,Leyden,011,Franklin,2024,2024-07-16 00:00:00,Camp Lion Knoll,Fresh,E. Coli,47,No
156,Leyden,011,Franklin,2024,2024-07-09 00:00:00,Camp Lion Knoll,Fresh,E. Coli,13,No
156,Leyden,011,Franklin,2024,2024-06-20 00:00:00,Camp Lion Knoll,Fresh,E. Coli,17,No
156,Leyden,011,Franklin,2024,2024-06-25 00:00:00,Camp Lion Knoll,Fresh,E. Coli,9,No
223,Orange,011,Franklin,2024,2024-08-21 00:00:00,Camp Selah,Fresh,E. Coli,1,No
223,Orange,011,Franklin,2024,2024-08-15 00:00:00,Camp Selah,Fresh,E. Coli,6.1,No
223,Orange,011,Franklin,2024,2024-06-27 00:00:00,Camp Selah,Fresh,E. Coli,20.1,No
223,Orange,011,Franklin,2024,2024-06-17 00:00:00,Camp Selah,Fresh,E. Coli,2,No
223,Orange,011,Franklin,2024,2024-07-18 00:00:00,Camp Selah,Fresh,E. Coli,50.4,No
223,Orange,011,Franklin,2024,2024-08-28 00:00:00,Camp Selah,Fresh,E. Coli,2,No
223,Orange,011,Franklin,2024,2024-07-01 00:00:00,Camp Selah,Fresh,E. Coli,1,No
223,Orange,011,Franklin,2024,2024-07-11 00:00:00,Camp Selah,Fresh,E. Coli,9.7,No
223,Orange,011,Franklin,2024,2024-07-24 00:00:00,Camp Selah,Fresh,E. Coli,36.4,No
223,Orange,011,Franklin,2024,2024-08-01 00:00:00,Camp Selah,Fresh,E. Coli,21.6,No
223,Orange,011,Franklin,2024,2024-08-07 00:00:00,Camp Selah,Fresh,E. Coli,34.5,No
053,Charlemont,011,Franklin,2024,2024-06-17 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,14.5,No
053,Charlemont,011,Franklin,2024,2024-07-10 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,35,No
053,Charlemont,011,Franklin,2024,2024-08-19 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,20.9,No
053,Charlemont,011,Franklin,2024,2024-08-26 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,19.5,No
053,Charlemont,011,Franklin,2024,2024-06-10 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,48.1,No
053,Charlemont,011,Franklin,2024,2024-07-22 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,8.4,No
053,Charlemont,011,Franklin,2024,2024-08-12 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,37.9,No
053,Charlemont,011,Franklin,2024,2024-05-20 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,2,No
053,Charlemont,011,Franklin,2024,2024-08-05 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,29.2,No
053,Charlemont,011,Franklin,2024,2024-07-01 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,172.5,Yes
053,Charlemont,011,Franklin,2024,2024-07-08 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,27.5,No
053,Charlemont,011,Franklin,2024,2024-06-24 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,71.7,Yes
053,Charlemont,011,Franklin,2024,2024-06-26 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,14.6,No
053,Charlemont,011,Franklin,2024,2024-07-15 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,7.4,No
053,Charlemont,011,Franklin,2024,2024-07-29 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,22.1,No
053,Charlemont,011,Franklin,2024,2024-05-28 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,5.2,No
053,Charlemont,011,Franklin,2024,2024-06-03 00:00:00,Cold River Pool (DCR),Fresh,Enterococci,2419.6,Yes
068,Conway,011,Franklin,2024,2024-09-03 00:00:00,Conway Swimming Pool,Fresh,E. Coli,23,No
068,Conway,011,Franklin,2024,2024-09-09 00:00:00,Conway Swimming Pool,Fresh,E. Coli,12,No
068,Conway,011,Franklin,2024,2024-08-13 00:00:00,Conway Swimming Pool,Fresh,E. Coli,39,No
068,Conway,011,Franklin,2024,2024-07-22 00:00:00,Conway Swimming Pool,Fresh,E. Coli,38,No
068,Conway,011,Franklin,2024,2024-08-26 00:00:00,Conway Swimming Pool,Fresh,E. Coli,51,No
068,Conway,011,Franklin,2024,2024-07-01 00:00:00,Conway Swimming Pool,Fresh,E. Coli,17,No
068,Conway,011,Franklin,2024,2024-08-19 00:00:00,Conway Swimming Pool,Fresh,E. Coli,31,No
068,Conway,011,Franklin,2024,2024-06-03 00:00:00,Conway Swimming Pool,Fresh,E. Coli,115,No
068,Conway,011,Franklin,2024,2024-06-11 00:00:00,Conway Swimming Pool,Fresh,E. Coli,7,No
068,Conway,011,Franklin,2024,2024-07-08 00:00:00,Conway Swimming Pool,Fresh,E. Coli,53,No
068,Conway,011,Franklin,2024,2024-07-29 00:00:00,Conway Swimming Pool,Fresh,E. Coli,31,No
068,Conway,011,Franklin,2024,2024-06-17 00:00:00,Conway Swimming Pool,Fresh,E. Coli,1,No
068,Conway,011,Franklin,2024,2024-07-15 00:00:00,Conway Swimming Pool,Fresh,E. Coli,15,No
068,Conway,011,Franklin,2024,2024-08-05 00:00:00,Conway Swimming Pool,Fresh,E. Coli,95,No
068,Conway,011,Franklin,2024,2024-06-25 00:00:00,Conway Swimming Pool,Fresh,E. Coli,4,No
114,Greenfield,011,Franklin,2024,2024-05-30 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,259,Yes
114,Greenfield,011,Franklin,2024,2024-07-23 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,222,No
114,Greenfield,011,Franklin,2024,2024-07-08 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,153,No
114,Greenfield,011,Franklin,2024,2024-07-27 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,132,No
114,Greenfield,011,Franklin,2024,2024-07-31 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,103,No
114,Greenfield,011,Franklin,2024,2024-08-13 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,100,No
114,Greenfield,011,Franklin,2024,2024-08-26 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,192,No
114,Greenfield,011,Franklin,2024,2024-05-21 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,141,No
114,Greenfield,011,Franklin,2024,2024-08-19 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,139,No
114,Greenfield,011,Franklin,2024,2024-07-01 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,220,No
114,Greenfield,011,Franklin,2024,2024-07-25 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,163,No
114,Greenfield,011,Franklin,2024,2024-07-26 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,113,No
114,Greenfield,011,Franklin,2024,2024-07-29 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,120,No
114,Greenfield,011,Franklin,2024,2024-06-18 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,58,No
114,Greenfield,011,Franklin,2024,2024-07-30 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,143,No
114,Greenfield,011,Franklin,2024,2024-06-04 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,89,No
114,Greenfield,011,Franklin,2024,2024-07-16 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,241,Yes
114,Greenfield,011,Franklin,2024,2024-08-02 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,144,No
114,Greenfield,011,Franklin,2024,2024-08-05 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,77,No
114,Greenfield,011,Franklin,2024,2024-06-11 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,77,No
114,Greenfield,011,Franklin,2024,2024-06-26 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,157,No
114,Greenfield,011,Franklin,2024,2024-07-28 00:00:00,Greenfield Municipal Bathing Beach,Fresh,E. Coli,165,No
272,Shutesbury,011,Franklin,2024,2024-07-02 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,17,No
272,Shutesbury,011,Franklin,2024,2024-06-04 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,5,No
272,Shutesbury,011,Franklin,2024,2024-08-15 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,8,No
272,Shutesbury,011,Franklin,2024,2024-06-11 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,13,No
272,Shutesbury,011,Franklin,2024,2024-06-25 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,17,No
272,Shutesbury,011,Franklin,2024,2024-07-16 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,105,Yes
272,Shutesbury,011,Franklin,2024,2024-07-23 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,54,No
272,Shutesbury,011,Franklin,2024,2024-08-13 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,6,No
272,Shutesbury,011,Franklin,2024,2024-05-28 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,2,No
272,Shutesbury,011,Franklin,2024,2024-08-01 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,154,Yes
272,Shutesbury,011,Franklin,2024,2024-08-20 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,128,Yes
272,Shutesbury,011,Franklin,2024,2024-08-27 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,37,No
272,Shutesbury,011,Franklin,2024,2024-05-21 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,7,No
272,Shutesbury,011,Franklin,2024,2024-06-18 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,11,No
272,Shutesbury,011,Franklin,2024,2024-07-09 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,31,No
272,Shutesbury,011,Franklin,2024,2024-07-30 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,50,No
272,Shutesbury,011,Franklin,2024,2024-08-06 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,22,No
272,Shutesbury,011,Franklin,2024,2024-07-25 00:00:00,Lake Wyola (DCR),Fresh,Enterococci,44,No
272,Shutesbury,011,Franklin,2024,2024-07-01 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,39,No
272,Shutesbury,011,Franklin,2024,2024-07-08 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,67,No
272,Shutesbury,011,Franklin,2024,2024-07-30 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,67,No
272,Shutesbury,011,Franklin,2024,2024-05-28 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,16,No
272,Shutesbury,011,Franklin,2024,2024-08-12 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,16,No
272,Shutesbury,011,Franklin,2024,2024-07-22 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,6,No
272,Shutesbury,011,Franklin,2024,2024-08-05 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,48,No
272,Shutesbury,011,Franklin,2024,2024-06-10 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,10,No
272,Shutesbury,011,Franklin,2024,2024-08-19 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,14,No
272,Shutesbury,011,Franklin,2024,2024-06-03 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,11,No
272,Shutesbury,011,Franklin,2024,2024-06-17 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,5,No
272,Shutesbury,011,Franklin,2024,2024-06-24 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,29,No
272,Shutesbury,011,Franklin,2024,2024-07-15 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,17,No
272,Shutesbury,011,Franklin,2024,2024-08-26 00:00:00,Lake Wyola Association: East Beach,Fresh,E. Coli,13,No
272,Shutesbury,011,Franklin,2024,2024-06-17 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,15,No
272,Shutesbury,011,Franklin,2024,2024-07-15 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,9,No
272,Shutesbury,011,Franklin,2024,2024-05-28 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,24,No
272,Shutesbury,011,Franklin,2024,2024-07-01 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,14,No
272,Shutesbury,011,Franklin,2024,2024-08-05 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,60,No
272,Shutesbury,011,Franklin,2024,2024-08-26 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,1,No
272,Shutesbury,011,Franklin,2024,2024-08-19 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,11,No
272,Shutesbury,011,Franklin,2024,2024-07-08 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,15,No
272,Shutesbury,011,Franklin,2024,2024-07-22 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,7,No
272,Shutesbury,011,Franklin,2024,2024-07-30 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,9,No
272,Shutesbury,011,Franklin,2024,2024-06-10 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,65,No
272,Shutesbury,011,Franklin,2024,2024-06-03 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,4,No
272,Shutesbury,011,Franklin,2024,2024-06-24 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,44,No
272,Shutesbury,011,Franklin,2024,2024-08-12 00:00:00,Lake Wyola Association: North Beach,Fresh,E. Coli,10,No
272,Shutesbury,011,Franklin,2024,2024-07-08 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,16,No
272,Shutesbury,011,Franklin,2024,2024-05-28 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,1,No
272,Shutesbury,011,Franklin,2024,2024-08-19 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,14,No
272,Shutesbury,011,Franklin,2024,2024-06-10 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,2,No
272,Shutesbury,011,Franklin,2024,2024-07-30 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,10,No
272,Shutesbury,011,Franklin,2024,2024-06-24 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,23,No
272,Shutesbury,011,Franklin,2024,2024-06-03 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,1,No
272,Shutesbury,011,Franklin,2024,2024-06-17 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,15,No
272,Shutesbury,011,Franklin,2024,2024-08-26 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,5,No
272,Shutesbury,011,Franklin,2024,2024-07-01 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,10,No
272,Shutesbury,011,Franklin,2024,2024-08-12 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,11,No
272,Shutesbury,011,Franklin,2024,2024-07-15 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,11,No
272,Shutesbury,011,Franklin,2024,2024-08-05 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,17,No
272,Shutesbury,011,Franklin,2024,2024-07-22 00:00:00,Lake Wyola Association: West Beach,Fresh,E. Coli,11,No
091,Erving,011,Franklin,2024,2024-08-27 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,16,No
091,Erving,011,Franklin,2024,2024-08-20 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,34,No
091,Erving,011,Franklin,2024,2024-06-18 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,5,No
091,Erving,011,Franklin,2024,2024-08-13 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,3,No
091,Erving,011,Franklin,2024,2024-05-28 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,0.5,No
091,Erving,011,Franklin,2024,2024-06-11 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,1550,Yes
091,Erving,011,Franklin,2024,2024-07-16 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,8,No
091,Erving,011,Franklin,2024,2024-06-13 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,10,No
091,Erving,011,Franklin,2024,2024-05-21 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,0.5,No
091,Erving,011,Franklin,2024,2024-07-09 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,58,No
091,Erving,011,Franklin,2024,2024-07-30 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,30,No
091,Erving,011,Franklin,2024,2024-06-04 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,28,No
091,Erving,011,Franklin,2024,2024-07-23 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,50,No
091,Erving,011,Franklin,2024,2024-08-06 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,7,No
091,Erving,011,Franklin,2024,2024-06-25 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,8,No
091,Erving,011,Franklin,2024,2024-07-02 00:00:00,Laurel Lake (DCR),Fresh,Enterococci,14,No
130,Heath,011,Franklin,2024,2024-08-22 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,8.6,No
130,Heath,011,Franklin,2024,2024-09-05 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,2,No
130,Heath,011,Franklin,2024,2024-08-15 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,3.1,No
130,Heath,011,Franklin,2024,2024-07-18 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,41,No
130,Heath,011,Franklin,2024,2024-07-11 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,63.1,No
130,Heath,011,Franklin,2024,2024-08-01 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,44.8,No
130,Heath,011,Franklin,2024,2024-08-28 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,8.6,No
130,Heath,011,Franklin,2024,2024-07-24 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,290.9,Yes
130,Heath,011,Franklin,2024,2024-07-01 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,2419.6,Yes
130,Heath,011,Franklin,2024,2024-06-27 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,16.1,No
130,Heath,011,Franklin,2024,2024-07-02 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,488.4,Yes
130,Heath,011,Franklin,2024,2024-08-07 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,142.1,No
130,Heath,011,Franklin,2024,2024-07-25 00:00:00,Mohawk Estates @Beach,Fresh,E. Coli,66.3,No
312,Warwick,011,Franklin,2024,2024-06-24 00:00:00,Moores Pond Beach,Fresh,E. Coli,10,No
312,Warwick,011,Franklin,2024,2024-06-17 00:00:00,Moores Pond Beach,Fresh,E. Coli,5,No
312,Warwick,011,Franklin,2024,2024-05-21 00:00:00,Moores Pond Beach,Fresh,E. Coli,1,No
312,Warwick,011,Franklin,2024,2024-07-15 00:00:00,Moores Pond Beach,Fresh,E. Coli,2.5,No
312,Warwick,011,Franklin,2024,2024-09-09 00:00:00,Moores Pond Beach,Fresh,E. Coli,0.5,No
312,Warwick,011,Franklin,2024,2024-07-01 00:00:00,Moores Pond Beach,Fresh,E. Coli,5,No
312,Warwick,011,Franklin,2024,2024-08-12 00:00:00,Moores Pond Beach,Fresh,E. Coli,13,No
312,Warwick,011,Franklin,2024,2024-07-22 00:00:00,Moores Pond Beach,Fresh,E. Coli,2.5,No
312,Warwick,011,Franklin,2024,2024-07-08 00:00:00,Moores Pond Beach,Fresh,E. Coli,5,No
312,Warwick,011,Franklin,2024,2024-08-05 00:00:00,Moores Pond Beach,Fresh,E. Coli,5,No
312,Warwick,011,Franklin,2024,2024-06-10 00:00:00,Moores Pond Beach,Fresh,E. Coli,5,No
312,Warwick,011,Franklin,2024,2024-08-06 00:00:00,Moores Pond Beach,Fresh,E. Coli,5,No
312,Warwick,011,Franklin,2024,2024-07-29 00:00:00,Moores Pond Beach,Fresh,E. Coli,2.5,No
223,Orange,011,Franklin,2024,2024-06-20 00:00:00,Orange Town Beach @Location 1,Fresh,E. Coli,13.4,No
